"Number","Nation","Auditor","Name_of_Individual","Position_Title","Number_of_Months","Remuneration","Expenses"
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Dan_Christmas","Councillor/Senior_Advisor",12,204918,4209
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Dean_Christmas","Councillor",12,63654,2611
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Darrell_Bernard","Councillor/Director_of_Public_Works",12,149918,3012
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Lawrence_Paul_Jr","Councillor/Dept_of_Fisheries",12,93959,3240
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Johanna_Laporte","Councillor/Finance",12,116250,0
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Lee_Gould","Councillor/Secretary",12,107064,0
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Paul_MacDonald","Councillor",12,69918,0
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Anthony_Paul","Councillor/Bus_driver",12,110553,2450
260,"Black_River_First_Nation","MNP_LLP","Nelson_Bird","Councillor",12,58383,10504
260,"Black_River_First_Nation","MNP_LLP","Rhonda_Abraham","Councillor",12,54454,13745
260,"Black_River_First_Nation","MNP_LLP","Jonas_Peebles","Councillor",4,26919,9095
260,"Black_River_First_Nation","MNP_LLP","Brian_Henderson","Councillor",8,34866,6374
261,"Brokenhead_Ojibway_Nation","MNP_LLP","Winston_Desjarlais","Councillor",12,70754,17513
261,"Brokenhead_Ojibway_Nation","MNP_LLP","Paul_Chief","Councillor",12,72365,15081
261,"Brokenhead_Ojibway_Nation","MNP_LLP","Wendell_Sinclair_Sr","Councillor",12,69274,12099
261,"Brokenhead_Ojibway_Nation","MNP_LLP","Shawn_Kent","Councillor",12,65838,16054
262,"Fort_Alexander_Indian_Band","MNP_LLP","Derrick_Henderson","Councillor",12,67000,12059
262,"Fort_Alexander_Indian_Band","MNP_LLP","Joseph_Daniels","Councillor",12,65000,12793
262,"Fort_Alexander_Indian_Band","MNP_LLP","Lyle_Morrisseau","Councillor",12,72000,11768
262,"Fort_Alexander_Indian_Band","MNP_LLP","Roland_Swampy","Councillor",12,68000,11546
263,"Hollow_Water_First_Nation","MNP_LLP","Geoff_Bushie","Councillor",2,9615,1176
263,"Hollow_Water_First_Nation","MNP_LLP","Furlon_Barker","Councillor",12,52000,14517
263,"Hollow_Water_First_Nation","MNP_LLP","Wayne_Moneyas","Councillor",12,50000,14951
263,"Hollow_Water_First_Nation","MNP_LLP","Rodney_Hope","Councillor",2,8000,1008
263,"Hollow_Water_First_Nation","MNP_LLP","Ian_Bushie","Councillor",10,45936,12671
263,"Hollow_Water_First_Nation","MNP_LLP","Denelle_Bushie","Councillor",10,47615,14525
264,"Fisher_River_Cree_Nation","MNP_LLP","Carl_Cochrane","Councillor",12,75685,20689
264,"Fisher_River_Cree_Nation","MNP_LLP","Darrell_Thaddeus","Councillor",12,73935,24474
264,"Fisher_River_Cree_Nation","MNP_LLP","Dion_McKay","Councillor",12,70300,26247
264,"Fisher_River_Cree_Nation","MNP_LLP","Barry_Wilson","Councillor",12,71646,23752
265,"Buffalo_Point_First_Nation","MNP_LLP","Herman_Green","Councillor_and_Program_Manager",12,96443,6826
265,"Buffalo_Point_First_Nation","MNP_LLP","Drew_Thunder","Councillor_and_Assistant_Superintendent",12,61507,951
265,"Buffalo_Point_First_Nation","MNP_LLP","Jim_Thunder","Honorary_Councillor",12,5500,0
266,"Berens_River_First_Nation","BDO_Canada_LLP","Hartley_Everett","Councillor",12,51857,11109
266,"Berens_River_First_Nation","BDO_Canada_LLP","George_Green","Councillor",12,52074,12690
266,"Berens_River_First_Nation","BDO_Canada_LLP","Joan_Jack","Former_Councillor",9,42052,9205
266,"Berens_River_First_Nation","BDO_Canada_LLP","Gerald_Kemp","Councillor",12,51857,7061
266,"Berens_River_First_Nation","BDO_Canada_LLP","Norman_Mckay","Councillor",3,10894,4920
266,"Berens_River_First_Nation","BDO_Canada_LLP","Roland_Whiteway","Councillor",12,51857,17329
267,"Bloodvein_First_Nation","Collins_Barrow_LLP","Lorraine_Cook","Councillor",12,55211,21148
267,"Bloodvein_First_Nation","Collins_Barrow_LLP","Ellen_Young","Councillor",12,55211,12969
267,"Bloodvein_First_Nation","Collins_Barrow_LLP","Oswald_Turtle","Councillor",12,55211,26908
267,"Bloodvein_First_Nation","Collins_Barrow_LLP","Frank_Young","Councillor",12,55211,7435
268,"Kinonjeoshtegon_First_Nation","Robert_J_Rutledge","Hubert_Felix_Jr","Councillor",12,36225,6485.56
268,"Kinonjeoshtegon_First_Nation","Robert_J_Rutledge","Melanie_Harper","Councillor",12,36225,6376.78
268,"Kinonjeoshtegon_First_Nation","Robert_J_Rutledge","Gordon_Hornbrook","Councillor",12,36225,5811.56
268,"Kinonjeoshtegon_First_Nation","Robert_J_Rutledge","Tony_Traverse","Councillor",12,36225,6479.56
269,"Peguis_First_Nation","BDO_Canada_LLP","Mary_T_Bear","Councillor",12,87209,58220
269,"Peguis_First_Nation","BDO_Canada_LLP","(Debra)_Darlene_Bird","Councillor",12,86858,59603
269,"Peguis_First_Nation","BDO_Canada_LLP","Louis_Stevenson","Councillor",12,80908,66229
269,"Peguis_First_Nation","BDO_Canada_LLP","Mike_Sutherland","Councillor",12,80308,70647
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Alex_Cope","Councillor",12,153608,40488
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Barry_Gloade","Councillor",12,153879,32150
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Lloyd_Johnson","Councillor",12,46636,92086
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Barry_Martin","Councillor",12,129766,56929
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Gloade_Adrian","Councillor",12,126240,33313
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Chris_Nasson","Councillor",12,107515,25090
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Peter_Gloade","Councillor",12,103447,29919
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Colin_Bernard","Councillor",12,99335,22514
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Vernon_Gloade","Councillor",12,81713,14176
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Gordon_Johnson","Councillor",12,46636,116
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Ward_Markie","Councillor",12,52051,8447
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Bryan_Brooks","Councillor",12,46636,116
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Natasha_Bernard","Councillor",1,0,6000
27,"Millbrook_Band_Council","Grant_Thornton_LLP","Linda_Maloney","Councillor",1,0,6000
270,"Little_Grand_Rapids_First_Nation","MNP_LLP","Blair_Owen","Councillor",8,47264,7612
270,"Little_Grand_Rapids_First_Nation","MNP_LLP","Diane_Keeper","Councillor",12,73908,23654
270,"Little_Grand_Rapids_First_Nation","MNP_LLP","Enil_Keeper","Councillor",8,62568,25999
270,"Little_Grand_Rapids_First_Nation","MNP_LLP","Hilda_Crow","Councillor",12,66207,20882
270,"Little_Grand_Rapids_First_Nation","MNP_LLP","Nelson_Keeper","Councillor",4,20589,7010
270,"Little_Grand_Rapids_First_Nation","MNP_LLP","Robert_Leveque","Councillor",4,21228,81
270,"Little_Grand_Rapids_First_Nation","MNP_LLP","Wendy_Leveque","Councillor",12,70503,30128
270,"Little_Grand_Rapids_First_Nation","MNP_LLP","Winston_Keeper","Councillor",8,48360,14303
271,"Lake_Manitoba_Treaty_2_First_Nation","Collins_Barrow_LLP","Florence_McLean","Councillor",12,40000,21108
271,"Lake_Manitoba_Treaty_2_First_Nation","Collins_Barrow_LLP","Elmer_Maytwayashing","Councillor",12,40000,19234
271,"Lake_Manitoba_Treaty_2_First_Nation","Collins_Barrow_LLP","Kevin_Swan","Councillor",12,40000,19553
271,"Lake_Manitoba_Treaty_2_First_Nation","Collins_Barrow_LLP","Cornell_McLean","Councillor",12,40000,23522
272,"Pinaymootang_First_Nation","PKBW_Group","Darlene_Letandre","Councillor",12,47239,16731
272,"Pinaymootang_First_Nation","PKBW_Group","John_Sanderson","Councillor",12,86925,25501
272,"Pinaymootang_First_Nation","PKBW_Group","Ted_Woodhouse","Councillor",12,102169,35732
272,"Pinaymootang_First_Nation","PKBW_Group","Barry_Anderson","Councillor",8,37343,18627
272,"Pinaymootang_First_Nation","PKBW_Group","Richard_Woodhouse","Councillor",4,16723,4850
272,"Pinaymootang_First_Nation","PKBW_Group","Derrick_Gould","Councillor",4,12107,4850
272,"Pinaymootang_First_Nation","PKBW_Group","Gary_Sumner","Councillor",8,35619,16049
272,"Pinaymootang_First_Nation","PKBW_Group","Brian_Sanderson","Councillor",12,75357,24572
274,"Little_Saskatchewan_First_Nation","PKBW_Group","Wilfred_Anderson","Councillor",12,0,9480
274,"Little_Saskatchewan_First_Nation","PKBW_Group","Leroy_Shorting","Councillor",12,0,9527
274,"Little_Saskatchewan_First_Nation","PKBW_Group","Albert_Shorting","Councillor",12,19142,10315
274,"Little_Saskatchewan_First_Nation","PKBW_Group","Rosalind_Pruden","Councillor",12,41513,31984
275,"Lake_St._Martin_First_Nation","Heartland_LLP","Matthew_Traverse","Councillor",9,25450,4121
275,"Lake_St._Martin_First_Nation","Heartland_LLP","Kevin_Traverse","Councillor",12,34600,10020
275,"Lake_St._Martin_First_Nation","Heartland_LLP","Emery_Stagg","Councillor",12,30100,11482
275,"Lake_St._Martin_First_Nation","Heartland_LLP","Greg_Traverse","Councillor",12,30100,9655
275,"Lake_St._Martin_First_Nation","Heartland_LLP","John_Ross","Councillor",12,30100,7586
275,"Lake_St._Martin_First_Nation","Heartland_LLP","Christopher_Traverse","Councillor",12,30100,7822
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","Shirley_Robinson","Councillor",12,72940,43795
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","John_Thomas","Councillor",4,38666,23855
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","Donnie_McKay","Councillor",12,65480,18255
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","Zacheus_Trout","Councillor",12,74739,26471
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","Allan_J_Ross","Councillor",4,42655,13992
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","Ronnie_Beardy","Councillor",4,43208,5235
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","Grace_Ross","Councillor",4,44593,5525
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","Kenny_Miswaggon","Councillor",8,35308,11236
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","David_L_Muswaggon","Councillor",8,35410,29621
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","William_Osborne","Councillor",8,35308,1940
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","Alex_J_Robinson","Councillor",8,35308,15247
276,"Cross_Lake_Band_of_Indians","Grant_Thornton_LLP","Mervin_Garrick","Councillor",8,35308,13662
277,"Poplar_River_First_Nation","MNP_LLP","Guy_Douglas","Councillor",12,41400,14400
277,"Poplar_River_First_Nation","MNP_LLP","Irvin_Franklin","Councillor",12,41400,2619
277,"Poplar_River_First_Nation","MNP_LLP","Emile_Mason","Councillor",12,47309,19355
277,"Poplar_River_First_Nation","MNP_LLP","Boniface_Hudson","Councillor",12,43856,9395
277,"Poplar_River_First_Nation","MNP_LLP","Roy_Bittern","Councillor",12,39021,11433
277,"Poplar_River_First_Nation","MNP_LLP","Langford_Mason","Councillor",12,41400,3118
278,"Norway_House_Cree_Nation","Grant_Thornton_LLP","Florence_Duncan","Councillor",12,71395,17835
278,"Norway_House_Cree_Nation","Grant_Thornton_LLP","John_Anderson","Councillor",12,71395,20783
278,"Norway_House_Cree_Nation","Grant_Thornton_LLP","Brian_Cromarty","Councillor",12,75512,47034
278,"Norway_House_Cree_Nation","Grant_Thornton_LLP","Darlene_Osborne","Councillor",12,71395,32604
278,"Norway_House_Cree_Nation","Grant_Thornton_LLP","Clarence_Paupanekis","Councillor",12,71395,21132
278,"Norway_House_Cree_Nation","Grant_Thornton_LLP","Loretta_Bayer","Councillor",7,40915,13566
279,"O-Chi-Chak-Ko-Sipi_First_Nation","Zaplitny_&_Zamrykut","Don_Racette","Councillor",12,50870,6492
279,"O-Chi-Chak-Ko-Sipi_First_Nation","Zaplitny_&_Zamrykut","Mike_Ahmo","Councillor",12,43507,1962
28,"Wagmatcook_First_Nation","MGM_&_Associates","Michael_Basque","Councilor",12,54106,1732
28,"Wagmatcook_First_Nation","MGM_&_Associates","Tommy_Peck","Councilor/Bus_Driver",12,86121,3313
28,"Wagmatcook_First_Nation","MGM_&_Associates","Angela_Pierro","Councilor/Tobacco_Shop_Clerk",12,66084,2809
28,"Wagmatcook_First_Nation","MGM_&_Associates","Francis_Pierro","Councilor/Public_Works_Foreman",12,101017,1732
28,"Wagmatcook_First_Nation","MGM_&_Associates","Kim_Denny","Councilor/Social_Manager",12,95455,7980
28,"Wagmatcook_First_Nation","MGM_&_Associates","Peter_Pierro","Councilor/Bus_Driver",12,129493,2446
280,"Ebb_and_Flow_First_Nation","Zaplitny_&_Zamrykut","Wayne_Desjarlais","Councillor",12,73259,36006
280,"Ebb_and_Flow_First_Nation","Zaplitny_&_Zamrykut","Ralph_Beaulieu_Jr","Councillor",12,72288,41034
280,"Ebb_and_Flow_First_Nation","Zaplitny_&_Zamrykut","Raymond_Mousseau_Jr","Councillor",12,83280,33743
280,"Ebb_and_Flow_First_Nation","Zaplitny_&_Zamrykut","Clifford_Baptiste","Councillor",12,71236,40625
281,"Skownan_First_Nation","Zaplitny_&_Zamrykut","Sterling_Catcheway","Councillor",12,54365,21090
281,"Skownan_First_Nation","Zaplitny_&_Zamrykut","Joseph_Maud","Councillor",12,59722,17668
281,"Skownan_First_Nation","Zaplitny_&_Zamrykut","Charolette_Nepinak","Councillor",12,59675,16444
282,"Pine_Creek_First_Nation","MNP_LLP","Nancy_Mckay","Councillor",12,53000,19500
282,"Pine_Creek_First_Nation","MNP_LLP","Joseph_Mckay_Jr","Councillor",12,53660,21454
282,"Pine_Creek_First_Nation","MNP_LLP","George_Moosetall","Councillor",12,55927,14125
283,"Sandy_Bay_Ojibway_First_Nation","Collins_Barrow_LLP","Herman_Richard","Councillor",12,77358,18666
283,"Sandy_Bay_Ojibway_First_Nation","Collins_Barrow_LLP","Lance_Roulette","Councillor",12,77358,27781
283,"Sandy_Bay_Ojibway_First_Nation","Collins_Barrow_LLP","Christopher_Racette","Councillor",12,77358,27885
283,"Sandy_Bay_Ojibway_First_Nation","Collins_Barrow_LLP","Randal_Roulette","Councillor",12,77358,21978
284,"Birdtail_Sioux_First_Nation","MNP_LLP","Carson_Benn","Councillor",12,45000,11354
284,"Birdtail_Sioux_First_Nation","MNP_LLP","Chris_Benn","Councillor",12,45000,14323
284,"Birdtail_Sioux_First_Nation","MNP_LLP","Heath_Bunn","Councillor",12,45000,12558
284,"Birdtail_Sioux_First_Nation","MNP_LLP","Sabrina_Hanska","Councillor",12,45000,14813
285,"Waywayseecappo_First_Nation","MNP_LLP","Wallace_Clearsky","Council",12,66608,10982
285,"Waywayseecappo_First_Nation","MNP_LLP","Tim_Cloud","Council",12,65608,4233
285,"Waywayseecappo_First_Nation","MNP_LLP","Anthony_Longclaws","Council",12,65608,2094
285,"Waywayseecappo_First_Nation","MNP_LLP","Barb_Cameron","Council",12,65608,3494
285,"Waywayseecappo_First_Nation","MNP_LLP","Lloyd_Mecas","Council",12,65608,1927
286,"Keeseekoowenin_First_Nation","Lazer_Grant_LLP","Marjorie_Blackbird","Councillor",12,39500,4542
286,"Keeseekoowenin_First_Nation","Lazer_Grant_LLP","Barry_Bone","Councillor",12,47500,7814
286,"Keeseekoowenin_First_Nation","Lazer_Grant_LLP","Bryan_Bone","Councillor",12,37500,9933
286,"Keeseekoowenin_First_Nation","Lazer_Grant_LLP","Yolanda_Williams","Councillor",12,38500,14435
287,"Long_Plain_First_Nation","MNP_LLP",NA,"Councillor",0,0,0
288,"Dakota_Plains_Wahpeton_Nation","Collins_Barrow_LLP","Stuart_Smoke","Councillor",12,6700,0
288,"Dakota_Plains_Wahpeton_Nation","Collins_Barrow_LLP","Leslie_Smoke","Councillor",12,4800,0
288,"Dakota_Plains_Wahpeton_Nation","Collins_Barrow_LLP","Ron_Smoke_Sr","Councillor",12,5400,0
289,"Canupawakpa_Dakota_Nation","Chalupiak_&_Associates","Darrell_Brown","Councillor",3,7299,4485
289,"Canupawakpa_Dakota_Nation","Chalupiak_&_Associates","Mervin_Demas","Councillor*",9,30523,9371
289,"Canupawakpa_Dakota_Nation","Chalupiak_&_Associates","Samuel_Hapa","Councillor",3,7114,3810
289,"Canupawakpa_Dakota_Nation","Chalupiak_&_Associates","Gerald_Sandy","Councillor*",9,29610,2315
29,"We'koqma'q_First_Nation","Chant_&_Rowe","Anthony_Phillips","Council/Fitness_Center",12,47000,6514.2
29,"We'koqma'q_First_Nation","Chant_&_Rowe","Bernie_Googoo","Council",12,42000,957.69
29,"We'koqma'q_First_Nation","Chant_&_Rowe","Cyrus_Bernard","Council/Assistant_Manager_Rods",12,73440,402.3
29,"We'koqma'q_First_Nation","Chant_&_Rowe","Jason_Bernard","Council/Recreation_Coordinator",12,66615.4,1172.82
29,"We'koqma'q_First_Nation","Chant_&_Rowe","Kenneth_Googoo","Council",12,42000,1029.16
29,"We'koqma'q_First_Nation","Chant_&_Rowe","Robert_Gould","Council/Fisheries",12,51100,2105.38
29,"We'koqma'q_First_Nation","Chant_&_Rowe","Stanford_Phillips","Council/Director_Public_Works",12,96750.02,13462.04
29,"We'koqma'q_First_Nation","Chant_&_Rowe","Wayne_Prosper","Council",12,42000,1219.03
290,"Sioux_Valley_Dakota_Nation","Lorne_Horning","Anthony_Tacan","Council",12,46730,84185
290,"Sioux_Valley_Dakota_Nation","Lorne_Horning","Ivan_Ironman","Council",12,53654,54900
290,"Sioux_Valley_Dakota_Nation","Lorne_Horning","Jennifer_Bone","Council",12,48461,35243
290,"Sioux_Valley_Dakota_Nation","Lorne_Horning","Eleanor_Elk","Council",12,46730,20645
290,"Sioux_Valley_Dakota_Nation","Lorne_Horning","Frank_McKay","Council",12,45000,30629
291,"Rolling_River_First_Nation","MNP_LLP","Brent_Wilson","Councillor",12,55400,44184
291,"Rolling_River_First_Nation","MNP_LLP","Gilbert_Shorting","Councillor",12,62076,20758
291,"Rolling_River_First_Nation","MNP_LLP","Michael_McKay","Councillor",12,50100,17002
292,"Tootinaowaziibeeng_Treaty_Reserve_#292","Reimer_&_Company","Grant_Rattlesnake","Councillor",12,39150,12072
292,"Tootinaowaziibeeng_Treaty_Reserve_#292","Reimer_&_Company","Caroline_McKay","Councillor",12,40710,23934
292,"Tootinaowaziibeeng_Treaty_Reserve_#292","Reimer_&_Company","Derek_Mancheese","Councillor",12,39150,18651
293,"Swan_Lake_First_Nation","BDO_Canada_LLP","A_Black","Councilor",12,55192,2758
293,"Swan_Lake_First_Nation","BDO_Canada_LLP","B_McKinney","Councilor",12,55769,17005
293,"Swan_Lake_First_Nation","BDO_Canada_LLP","D_Daniels","Councilor",6,25769,2972
293,"Swan_Lake_First_Nation","BDO_Canada_LLP","C_Soldier","Councilor",12,52885,17188
293,"Swan_Lake_First_Nation","BDO_Canada_LLP","W_Scott","Councilor",12,25962,2262
294,"Gambler_First_Nation","Lazer_Grant_LLP","Nathan_Tanner","Councillor",9,17207,4222
294,"Gambler_First_Nation","Lazer_Grant_LLP","Kelly_Tanner","Councillor",9,12830,1977
294,"Gambler_First_Nation","Lazer_Grant_LLP","Roy_Vermette","Councillor",3,5141,0
294,"Gambler_First_Nation","Lazer_Grant_LLP","Ronnie_Ducharme","Councillor",3,0,28
296,"God's_Lake_First_Nation","Imani","Hubert_Watt","Councillor",12,45900,9668
296,"God's_Lake_First_Nation","Imani","Stanley_Duck","Councillor",12,45900,7712
296,"God's_Lake_First_Nation","Imani","Howard_Okemow","Councillor",12,45900,7963
296,"God's_Lake_First_Nation","Imani","Henry_Nazzie","Councillor",12,45900,2479
296,"God's_Lake_First_Nation","Imani","Lorraine_Trout","Councillor",12,45900,2304
296,"God's_Lake_First_Nation","Imani","Nelson_White","Councillor",12,45900,1629
297,"Garden_Hill_First_Nation","PKBW_Group","Wayne_Harper","Councillor",12,21600,4762
297,"Garden_Hill_First_Nation","PKBW_Group","Elsie_Daranick","Councillor",12,34400,14194
297,"Garden_Hill_First_Nation","PKBW_Group","Audrey_Monias","Councillor",12,21600,3826
297,"Garden_Hill_First_Nation","PKBW_Group","Russell_Harper","Councillor",12,21600,5162
297,"Garden_Hill_First_Nation","PKBW_Group","Cuthbert_Munroe","Councillor",12,21600,4463
297,"Garden_Hill_First_Nation","PKBW_Group","Marvin_Little","Councillor",12,26854,12219
297,"Garden_Hill_First_Nation","PKBW_Group","Beatrice_McPherson","Councillor",12,23645,2179
297,"Garden_Hill_First_Nation","PKBW_Group","Faron_Flett","Councillor",12,21600,3812
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Michael_John_Harper","Councillor",12,52000,74949
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Marie_A_Wood","Councillor",12,52000,59021
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Rosaire_Mason","Councillor",12,52000,44329
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Mary_Jane_Monias","Councillor",12,52000,52756
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Jackson_Taylor","Councillor",12,52000,45091
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Jack_Flett","Councillor",11,50000,74808
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Eddy_Mark_Wood","Councillor",11,50000,54793
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Joe_Etienne_Harper","Councillor",11,50000,50232
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Charles_Monias","Councillor",1,2000,2796
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Jennifer_Harper","Councillor",1,2000,2064
298,"St._Theresa_Point_First_Nation","Collins_Barrow_LLP","Jerr_McDougall","Councillor",1,2000,1500
299,"Wasagamack_First_Nation","PKBW_Group","Abel_Harper","Councillor",12,38250,9565
299,"Wasagamack_First_Nation","PKBW_Group","Alfred_McDougall","Councillor",12,38250,8636
